eligibility_id,application_id,decision_date,eligibility_status,reason,review_officer,Assessment_Period,Evaluation_Agency,Rating_Level,Comments,Improvement_Plan_Flag,Next_Assessment_Date,Created_Date
ELG_002582,APP_001319,2018-02-15,Pending,Million policy candidate nothing later either trouble reflect.,Jennifer Perry,Q3,Jones Inc,Excellent,Almost watch stop want billion sometimes.,0,2027-10-22,2018-08-24
ELG_002583,APP_002786,2020-02-20,Eligible,Yet skin for staff question.,Faith Reyes MD,FY,Young-Wolfe,Good,Behind any take property plant similar.,1,2026-12-29,2021-10-18
ELG_002584,APP_001707,2017-07-12,Eligible,Wait question eye.,Brandy Smith,Q1,Adams-Bryant,Good,Process commercial throughout light establish tax stock once party suggest Republican improve part.,0,2026-05-27,2024-01-25
ELG_002585,APP_002862,2017-01-09,Eligible,Blood color entire.,Gina Roberts,Q4,Burgess Ltd,Fair,Popular onto later simply card cultural summer second sing.,1,2027-09-12,2016-01-04
ELG_002586,APP_002262,2021-11-28,Not Eligible,Far set assume across reality method doctor least.,Kyle Marshall,Q1,Romero-Kelly,Excellent,Budget explain letter gas with return finally responsibility official development.,0,2026-07-18,2023-05-02
ELG_002587,APP_004087,2025-06-08,Not Eligible,Life base positive own.,Joseph Kirby,FY,Wilson Group,Fair,Discuss organization story it public into material purpose discussion by.,0,2027-05-18,2022-05-20
ELG_002588,APP_001958,2021-10-05,Eligible,Drop church up represent knowledge able past relate.,Mason Cross,FY,Hanson-Wells,Good,Fact then total how wife look back box talk tonight prepare seven girl.,0,2025-12-31,2020-03-08
ELG_002589,APP_000029,2021-01-09,Not Eligible,Born detail method receive.,Dennis Clark,FY,Russell PLC,Fair,After floor lose seek require actually.,1,2027-10-26,2025-10-04
ELG_002590,APP_002415,2023-09-18,Not Eligible,Scene democratic peace likely another adult artist.,Jonathan Avila,FY,Campbell LLC,Poor,Simply send forget field fact heart late inside scene show way notice.,0,2026-12-10,2024-12-05
ELG_002591,APP_004447,2025-05-28,Not Eligible,Fact economy national try sign decision.,Gregory Henderson MD,Q4,Turner-Torres,Good,Bit particular dog mouth fish natural party agree none.,1,2026-10-13,2023-03-27
ELG_002592,APP_000432,2020-09-06,Not Eligible,Part entire simply production political hair.,Craig Welch,Q2,Norton Ltd,Excellent,Experience believe country manager customer force book whom.,1,2027-06-23,2023-04-04
ELG_002593,APP_001737,2016-09-28,Eligible,Middle admit report try.,Samantha Harrison,FY,Velez-Hernandez,Poor,Easy religious machine conference indicate dog opportunity voice accept help rock attorney series.,0,2026-07-29,2018-02-15
ELG_002594,APP_000974,2017-02-13,Eligible,Purpose security whose around.,William Ross,Q1,Diaz-Green,Fair,Who account impact choose spring add.,0,2026-04-05,2025-07-21
ELG_002595,APP_003261,2022-04-16,Eligible,Partner design have least.,Kaitlin Young,Q4,Baldwin-Holden,Fair,Discuss seat attorney last glass middle record interest bed.,0,2027-11-03,2017-12-06
ELG_002596,APP_003590,2021-10-31,Not Eligible,Attack reach ago loss despite yard address.,Brandon Morton,FY,Farmer Ltd,Fair,Say because organization consumer quite woman.,1,2027-02-17,2018-05-19
ELG_002597,APP_001994,2015-11-28,Eligible,Group international keep manager decade.,Michael Carlson,FY,Moore Ltd,Good,Expect low put sea market stuff without actually vote site water.,1,2026-04-07,2024-05-15
ELG_002598,APP_004321,2020-02-04,Not Eligible,Allow anything brother point treat.,Richard Brown,Q3,Hurley-Barton,Fair,How performance score give most dog now.,0,2026-05-10,2021-07-09
ELG_002599,APP_002598,2019-07-05,Pending,Unit all cultural year serious.,Jill Odonnell,Q2,"Baxter, Murphy and Harvey",Excellent,Society everyone season front consumer various travel.,1,2027-05-23,2020-12-02
ELG_002600,APP_003955,2020-12-26,Not Eligible,Fire practice blue.,Paul Lee,FY,"Wood, Barton and Harris",Excellent,Arrive today perhaps teach thousand picture ask her present face.,0,2027-03-16,2025-01-25
ELG_002601,APP_000855,2020-12-31,Pending,Hair nice myself sing lawyer.,Victoria Obrien,Q3,"Pierce, Phillips and Mercer",Excellent,Think party per behind none north.,1,2026-03-30,2024-09-12
ELG_002602,APP_000682,2021-11-17,Eligible,Region remember subject item help.,Mark Hernandez,Q3,"Mcdonald, Hernandez and Patterson",Excellent,Most alone find state evidence every control hundred deep instead data decide anything.,0,2027-08-02,2019-03-29
ELG_002603,APP_000215,2023-05-21,Eligible,Might probably wide beautiful wonder interview.,Catherine Burton,Q1,Hobbs-Cross,Good,Each his need manage natural what mother rule.,0,2027-11-13,2023-03-02
ELG_002604,APP_002207,2018-01-12,Pending,Level role despite.,Robert Zimmerman,Q1,Carter Ltd,Fair,Follow man before power mouth evidence identify wrong reach many where own.,1,2027-01-30,2016-05-13
ELG_002605,APP_002520,2023-08-11,Not Eligible,Be consumer box unit if place mission.,Justin Gilmore,Q3,Carroll-Adams,Fair,Shoulder measure knowledge fear another eight important whose war.,0,2026-01-28,2019-02-13
ELG_002606,APP_001798,2016-09-12,Eligible,Important effort lawyer clear.,Bonnie Mendez,Q3,Owen-Bryant,Good,Never card either trade nearly would professor American rate serious guy.,0,2027-11-07,2025-11-13
ELG_002607,APP_000983,2022-11-04,Eligible,Do wall bring.,Gina Smith,Q4,Austin PLC,Fair,Firm job continue this hear relate level policy.,0,2027-03-28,2020-02-06
ELG_002608,APP_000572,2018-06-20,Pending,Arrive involve station training look difficult ok.,Joshua Olson,Q1,Fernandez-Jenkins,Good,Last agency choose learn describe ground performance authority computer Republican analysis.,1,2025-12-08,2025-11-01
ELG_002609,APP_000676,2023-07-07,Not Eligible,Cell product they hot.,Michelle Hutchinson,FY,"Berger, Velazquez and Huff",Excellent,Or create peace experience top learn happy recent these choose stock number central.,1,2025-11-30,2023-11-21
ELG_002610,APP_001149,2025-07-14,Pending,Player through less number owner hot follow.,Michele Alvarez,Q1,Martin-Hebert,Poor,Art break along process writer seat let later.,0,2026-01-04,2023-04-08
ELG_002611,APP_002095,2025-09-10,Not Eligible,Physical dog treatment into agent she.,Cheryl Perez,Q2,"Bradley, Leach and Watts",Good,This cultural form nice east even medical if kid lot tough.,1,2026-08-06,2021-09-29
ELG_002612,APP_004407,2024-08-15,Pending,May suggest action stop.,Tracy Soto,Q1,Wise Group,Excellent,Beat dinner his home her not person thank.,1,2026-07-12,2021-10-20
ELG_002613,APP_000367,2023-11-28,Not Eligible,Put director plan sell change senior agree special.,Carla Johnson,FY,Chang LLC,Good,Article building camera statement ago prepare story despite loss model.,1,2027-04-30,2025-01-27
ELG_002614,APP_002622,2017-08-24,Not Eligible,Everything girl large surface need.,Julia Sharp,Q2,Miller-Beard,Fair,Their possible many these food Congress hand individual drive heart already great huge.,1,2027-10-11,2025-07-04
ELG_002615,APP_003616,2017-11-19,Pending,First base present alone.,Anthony Miller,Q2,Rivera Ltd,Good,Possible role common offer more tend network.,0,2026-10-04,2020-01-01
ELG_002616,APP_000823,2024-06-30,Eligible,Civil bar college side something oil.,Johnathan Weaver,Q2,Tate Inc,Good,Financial perform number structure brother church you organization get whose seem.,1,2026-02-26,2017-07-06
ELG_002617,APP_000608,2023-10-21,Pending,Less gas community chair state fine.,Thomas Perry,Q2,Baxter-Moore,Good,Six seek television term claim against investment personal.,0,2027-09-19,2023-01-08
ELG_002618,APP_004257,2017-08-05,Not Eligible,Leader down that decide wide movie.,Sheila Fletcher,Q1,"Lewis, Cochran and Davis",Poor,Kid lose inside force sit finish fill phone his glass TV write.,1,2027-07-17,2019-06-02
ELG_002619,APP_002759,2016-08-04,Not Eligible,Toward easy interesting receive range chair crime market.,Barbara Stevens,Q1,Smith Group,Fair,Laugh relationship will science player PM simple provide.,0,2025-12-08,2023-06-18
ELG_002620,APP_002139,2018-12-31,Not Eligible,Single nor with the sort on receive.,Cameron Martin,FY,Wilson-Suarez,Excellent,Organization several near personal have town.,1,2027-07-18,2024-03-21
ELG_002621,APP_001856,2021-12-05,Pending,Available few appear single.,Catherine Russell,Q3,"Benjamin, Dorsey and Williamson",Good,Loss talk less together nice maintain everyone church such.,0,2027-05-24,2021-01-17
ELG_002622,APP_003400,2018-07-29,Not Eligible,Experience house impact two.,Justin Maynard,Q4,Allen-Smith,Excellent,Law material practice fact shoulder peace data easy moment far first treat college.,0,2027-03-16,2022-03-24
ELG_002623,APP_003366,2017-12-29,Not Eligible,Door write development condition.,Tammy Kirk,Q2,Rice-Eaton,Excellent,Would explain crime country chair read heavy fish.,0,2027-04-04,2017-05-15
ELG_002624,APP_004303,2020-01-22,Not Eligible,Avoid religious the Democrat single name instead wish.,David Aguilar,Q3,Rodriguez and Sons,Good,Class speak draw sense entire you cost Democrat.,1,2026-10-07,2019-04-19
ELG_002625,APP_003118,2023-01-07,Eligible,Guy friend whose describe case try.,Mark Morales,FY,Smith LLC,Poor,Leg several artist wall party store.,0,2026-04-13,2022-06-16
ELG_002626,APP_002475,2022-11-18,Eligible,Like run kid discuss religious raise hot.,John Santiago,Q1,Knox-Anderson,Excellent,Accept condition medical participant candidate anything long education another go line responsibility director.,0,2027-04-14,2020-09-21
ELG_002627,APP_003520,2016-01-09,Not Eligible,Tell upon wear.,Jennifer Gates,Q2,"Melendez, Rogers and Anderson",Good,Across forward style section indicate see occur paper.,0,2027-02-28,2016-11-03
ELG_002628,APP_002249,2020-05-14,Not Eligible,Owner try interest foreign notice affect.,Jack Brown,Q2,Sanders Inc,Poor,Compare reduce realize yard career rule type question.,1,2027-09-17,2019-04-23
ELG_002629,APP_001981,2018-11-18,Eligible,Great too number win authority practice.,Ariel Cox,Q3,Kemp-Perkins,Fair,Nice away light onto section school raise meet tonight worry plant argue.,0,2027-10-27,2018-05-09
ELG_002630,APP_004353,2024-08-19,Pending,Character deep bit write newspaper up.,Deanna Davis DDS,FY,Weber-Turner,Poor,Authority mouth money describe go soon personal.,1,2026-01-06,2017-02-08
ELG_002631,APP_004985,2024-05-23,Not Eligible,Again talk with red popular response.,Erica Johnson,FY,Kline-Ramos,Poor,Stage out friend scientist old air require save.,1,2026-05-27,2024-12-12
ELG_002632,APP_004390,2023-08-22,Eligible,Discuss moment against now.,Ryan Stevens,Q4,Salas Ltd,Good,Garden science become long player piece two everybody.,0,2027-04-07,2025-07-11
ELG_002633,APP_000622,2020-09-02,Not Eligible,Personal positive upon sort.,Zachary Dyer,FY,Sampson-Griffith,Excellent,Reach conference car give record society page.,1,2027-06-21,2021-01-13
ELG_002634,APP_001200,2017-05-19,Eligible,Perhaps within dream become speech.,Nathan Atkinson,FY,Wright-Bridges,Fair,Prevent prove top down husband edge decision effect stuff baby manager where drive.,0,2026-10-07,2018-05-28
ELG_002635,APP_001641,2019-10-05,Not Eligible,Determine pay military one else all.,Timothy Morris,FY,Ward-Perez,Fair,Answer sell daughter among any hold allow program scene.,0,2026-07-17,2018-11-26
ELG_002636,APP_004336,2020-07-13,Not Eligible,Population recognize news open yes.,Leslie Roman,Q2,Chandler Ltd,Poor,Our if time never perhaps any plan stuff.,1,2027-07-29,2021-02-25
ELG_002637,APP_001509,2022-06-02,Not Eligible,Thought particular series leave.,Brendan Gonzales,Q2,Pacheco Group,Poor,Offer who happy four politics organization pass life form.,0,2026-11-04,2025-03-27
ELG_002638,APP_000264,2015-11-27,Pending,Mind daughter school available.,Mr. Kevin Wolfe DDS,Q2,"Lucas, Young and Nguyen",Fair,Stay pretty half upon deep personal.,0,2027-09-12,2023-03-22
ELG_002639,APP_001052,2015-11-20,Pending,Discuss season before.,Anthony Gallagher,Q2,Rogers-Smith,Fair,Certain main author account which say save idea.,0,2026-01-01,2018-12-12
ELG_002640,APP_003150,2016-12-02,Not Eligible,Accept action director good ok herself.,Nichole Collins,Q1,"Sanchez, Mason and Smith",Excellent,Today position citizen opportunity appear tend how investment strong adult coach or.,0,2026-06-01,2025-04-22
ELG_002641,APP_002554,2020-04-12,Not Eligible,Green such seat will head.,Luis Moreno,FY,"Brown, Rose and Jackson",Good,Whole seek require conference method person suddenly expert night president success air.,1,2026-08-19,2024-03-30
ELG_002642,APP_002302,2016-06-19,Not Eligible,Take he window once occur as lot.,Kara Fritz DVM,Q3,Medina-Rodriguez,Poor,Rather century energy power science new stock chair.,0,2026-05-25,2023-06-18
ELG_002643,APP_001634,2023-12-28,Pending,Year live close too factor so generation particular.,Michael Robinson,Q1,Lawson LLC,Poor,May read wait act why quality within person party describe including nice.,0,2027-09-16,2019-09-09
ELG_002644,APP_000130,2024-02-20,Pending,Nor area call themselves city story.,Amy Barnes,Q4,Shaw PLC,Poor,Sometimes industry force city current product ago green lot.,1,2027-09-21,2022-06-14
ELG_002645,APP_004423,2024-07-01,Eligible,Include arrive free.,Lisa Neal,Q1,Henderson-Smith,Good,History education race stock career less good its exactly tonight produce.,1,2026-08-09,2018-11-21
ELG_002646,APP_000327,2021-03-10,Not Eligible,Enough cultural watch lose Congress gun.,Felicia Peterson,FY,Crane-Hernandez,Fair,Team natural fact responsibility exist ready ok case there miss black side street.,1,2027-10-12,2016-10-12
ELG_002647,APP_002381,2020-03-07,Eligible,Sport success look enter management now last.,Jessica Howard,Q3,Watts-Carlson,Good,Family practice every building thank new break red coach.,1,2027-04-08,2020-11-20
ELG_002648,APP_003709,2022-10-21,Not Eligible,Job yeah watch city.,George Rodriguez,Q4,"Johnson, Tucker and Reed",Excellent,Politics yeah yourself result hand them soon program management bring.,1,2026-07-06,2025-09-05
ELG_002649,APP_003921,2025-10-26,Not Eligible,Few hope its water attack prepare.,Terry Bentley,Q4,Romero-Cordova,Excellent,Feel interview remain citizen effort plant beat mother range pull executive save.,1,2027-05-10,2020-02-26
ELG_002650,APP_001777,2021-10-28,Not Eligible,Really north party sense.,Nicolas Wilson,Q3,"Ramirez, Shelton and Oliver",Fair,Less family citizen thank suffer political significant wish traditional matter among others fine.,0,2027-07-22,2021-11-30
ELG_002651,APP_001149,2024-03-27,Not Eligible,Our money listen education town plant stuff.,Debbie Vaughn,Q4,"Lester, Lucas and Miller",Excellent,Too police billion compare run even above instead ask control item mission.,1,2026-12-30,2023-07-30
ELG_002652,APP_004905,2018-07-12,Pending,Subject through hour first miss those.,Nicole Wilson,Q3,Lee Group,Good,Whom local enjoy remember whose modern or.,1,2027-02-08,2016-04-04
ELG_002653,APP_000436,2017-02-19,Pending,Less only identify network their morning.,Stuart Chase,FY,Bryant-Smith,Poor,Outside thousand you people save sort tonight program lot.,1,2025-12-22,2016-03-31
ELG_002654,APP_002672,2018-04-15,Not Eligible,Remain too free deal civil image.,Sara Tyler,Q4,Aguirre Inc,Fair,Audience group great gun follow whole.,0,2027-11-01,2022-11-06
ELG_002655,APP_003162,2020-09-02,Eligible,Carry firm evidence cause guess health.,Troy Lopez,Q2,"Humphrey, Mann and Andrade",Good,Spring American write glass civil power month science road old heart.,0,2027-09-30,2020-06-06
ELG_002656,APP_000708,2018-08-18,Eligible,Big test beyond hand laugh first term work.,Gary Jones,FY,Day and Sons,Excellent,Majority including movie figure security address live poor.,0,2026-06-15,2017-03-23
